id,focus,signal,slack,drag,confidence,score,lane,kind,invariant
g050,lineage depth,37,8,12,81,147,watch,edge,drag-penalty
g051,partition skew,36,30,21,22,112,hold,recovery,confidence-floor
g052,quality gap,39,44,27,83,195,ship,negative,lane-boundary
g053,schema drift,88,53,32,75,293,ship,baseline,monotonic-signal
g054,lineage depth,116,36,15,32,306,ship,edge,drag-penalty
g055,partition skew,45,19,8,101,213,ship,recovery,confidence-floor
g056,quality gap,57,13,27,54,140,watch,negative,lane-boundary
g057,schema drift,67,48,38,78,232,ship,baseline,monotonic-signal
g058,lineage depth,75,68,24,95,333,ship,edge,drag-penalty
g059,partition skew,83,10,25,22,158,watch,recovery,confidence-floor
g060,quality gap,46,54,20,46,206,ship,negative,lane-boundary
g061,schema drift,31,43,40,49,117,hold,baseline,monotonic-signal
g062,lineage depth,71,75,31,55,285,ship,edge,drag-penalty
g063,partition skew,35,24,7,20,124,watch,recovery,confidence-floor
g064,quality gap,80,71,17,50,318,ship,negative,lane-boundary
g065,schema drift,106,62,45,26,272,ship,baseline,monotonic-signal
g066,lineage depth,79,60,18,62,304,ship,edge,drag-penalty
g067,partition skew,113,61,6,41,377,ship,recovery,confidence-floor
g068,quality gap,89,64,23,35,295,ship,negative,lane-boundary
g069,schema drift,37,33,12,80,196,ship,baseline,monotonic-signal
g070,lineage depth,58,55,29,21,189,ship,edge,drag-penalty
g071,partition skew,72,34,39,82,216,ship,recovery,confidence-floor
g072,quality gap,39,61,24,74,226,ship,negative,lane-boundary
g073,schema drift,114,42,39,31,265,ship,baseline,monotonic-signal
g074,lineage depth,67,35,6,100,292,ship,edge,drag-penalty
g075,partition skew,91,34,12,53,279,ship,recovery,confidence-floor
g076,quality gap,106,36,17,77,327,ship,negative,lane-boundary
g077,schema drift,117,39,42,94,322,ship,baseline,monotonic-signal
g078,lineage depth,82,43,35,21,201,ship,edge,drag-penalty
g079,partition skew,112,13,12,45,271,ship,recovery,confidence-floor
g080,quality gap,87,35,23,48,246,ship,negative,lane-boundary
g081,schema drift,78,49,9,54,290,ship,baseline,monotonic-signal
g082,lineage depth,77,58,10,105,355,ship,edge,drag-penalty
g083,partition skew,80,41,5,49,281,ship,recovery,confidence-floor
g084,quality gap,41,24,25,25,105,hold,negative,lane-boundary
g085,schema drift,69,18,16,61,203,ship,baseline,monotonic-signal
g086,lineage depth,86,53,34,40,250,ship,edge,drag-penalty
g087,partition skew,98,73,44,34,288,ship,recovery,confidence-floor
g088,quality gap,108,15,30,79,265,ship,negative,lane-boundary
g089,schema drift,116,59,45,20,280,ship,baseline,monotonic-signal
g090,lineage depth,36,48,33,81,183,ship,edge,drag-penalty
g091,partition skew,87,10,8,73,251,ship,recovery,confidence-floor
g092,quality gap,72,29,39,30,154,watch,negative,lane-boundary
g093,schema drift,112,76,14,99,447,ship,baseline,monotonic-signal
g094,lineage depth,76,67,24,52,290,ship,edge,drag-penalty
g095,partition skew,33,65,9,76,254,ship,recovery,confidence-floor
g096,quality gap,59,66,24,93,295,ship,negative,lane-boundary
